ID	Status	Name	Job	Income	Address	PhoneNumber	ApplicantID
81	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210047
82	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210047
83	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210048
84	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210048
85	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210049
86	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210049
87	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210050
88	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210050
89	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210051
90	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210051
91	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210052
92	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210052
93	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210056
94	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210056
95	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210057
96	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210057
97	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210058
98	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210058
99	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210059
100	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210059
101	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210060
102	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210060
103	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210061
104	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210061
105	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210062
106	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210062
107	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210063
108	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210063
109	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210064
110	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210064
111	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210065
112	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210065
113	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210068
114	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210068
115	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210070
116	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210070
117	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210071
118	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210071
119	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210072
120	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210072
121	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210073
122	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210073
123	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210074
124	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210074
125	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210077
126	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210077
127	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210078
128	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210078
129	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210079
130	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210079
131	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210080
132	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210080
133	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210081
134	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210081
135	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210084
136	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210084
137	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210085
138	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210085
139	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210086
140	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210086
141	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210087
142	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210087
143	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210090
144	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210090
145	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210091
146	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210091
147	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210092
148	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210092
149	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210093
150	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210093
151	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210094
152	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210094
153	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210096
154	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210096
155	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210097
156	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210097
157	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210099
158	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210099
159	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210100
160	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210100
161	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210101
162	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210101
163	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210102
164	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210102
165	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210103
166	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210103
167	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210104
168	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210104
169	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210105
170	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210105
171	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210106
172	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210106
173	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210107
174	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210107
175	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210108
176	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210108
177	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210109
178	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210109
179	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210111
180	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210111
181	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210112
182	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210112
183	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210114
184	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210114
185	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210115
186	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210115
187	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210116
188	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210116
189	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210118
190	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210118
191	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210120
192	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210120
193	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210121
194	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210121
195	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210122
196	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210122
197	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210123
198	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210123
199	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210124
200	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210124
201	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210125
202	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210125
203	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210126
204	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210126
205	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210129
206	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210129
207	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210130
208	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210130
209	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210131
210	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210131
211	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210132
212	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210132
213	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210133
214	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210133
215	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210134
216	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210134
217	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210136
218	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210136
219	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210137
220	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210137
221	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210138
222	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210138
223	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210139
224	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210139
225	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210142
226	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210142
227	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210145
228	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210145
229	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210148
230	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210148
231	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210150
232	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210150
233	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210152
234	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210152
235	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210155
236	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210155
237	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210156
238	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210156
239	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210157
240	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210157
241	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210158
242	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210158
243	Ayah	Nama Ayah	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210159
244	Ibu	Nama Ibu	Pekerja	10000000	Jalan Nasional Nomor 1	157-864-9000	SBMPTN20210159
